Sentence
"If Quincy lives in Tevakate, then Quincy lives in Harrington."
"If Alice lives in Teshini, then Alice lives in Vanguard."
"If Charlie lives in Nibuva, then Charlie lives in Bayshire."
"If Grace lives in Goshan, then Grace lives in Yenith."
"If Mona lives in Soda, then Mona lives in Talsin."
"If Grace lives in Seta, then Grace lives in Vanguard."
"If Jack lives in Ladateso, then Jack lives in Nendora."
"If Mona lives in Kakebu, then Mona lives in Argon."
"If Rita lives in Tamo, then Rita lives in Vanguard."
"If Eve lives in Polamozu, then Eve lives in Almera."
"If Charlie lives in Potekaso, then Charlie lives in Vanguard."
"If Tracy lives in Labu, then Tracy lives in Nendora."
"If Quincy lives in Sesoni, then Quincy lives in Almera."
"If Olivia lives in Tamaposo, then Olivia lives in Vanguard."
"If Mona lives in Tazumo, then Mona lives in Harrington."
"If Steve lives in Bukama, then Steve lives in Harrington."
"If Rita lives in Kemabubu, then Rita lives in Vanguard."
"If Paul lives in Poshizula, then Paul lives in Landsworth."
"If Paul lives in Sosolata, then Paul lives in Nendora."
"If Quincy lives in Zusezuke, then Quincy lives in Harrington."
"If Ivy lives in Shimatemo, then Ivy lives in Urbia."
"If Rita lives in Kesoshima, then Rita lives in Talsin."
"If Bob lives in Mamolapo, then Bob lives in Argon."
"If Diana lives in Somo, then Diana lives in Bayshire."
"If Frank lives in Teremo, then Frank lives in Vanguard."
"If Charlie lives in Rekakeso, then Charlie lives in Bayshire."
"If Diana lives in Lashidate, then Diana lives in Landsworth."
"If Hank lives in Shitashi, then Hank lives in Argon."
"If Mona lives in Nisolata, then Mona lives in Urbia."
"If Tracy lives in Lani, then Tracy lives in Almera."
"If Frank lives in Kalasoka, then Frank lives in Almera."
"If Ivy lives in Vama, then Ivy lives in Urbia."
"If Mona lives in Repo, then Mona lives in Mireford."
"If Mona lives in Soresemo, then Mona lives in Argon."
"If Charlie lives in Reni, then Charlie lives in Harrington."
"If Eve lives in Vapo, then Eve lives in Bayshire."
"If Nate lives in Pokeshishi, then Nate lives in Argon."
"If Paul lives in Temoteka, then Paul lives in Landsworth."
"If Diana lives in Pozubupo, then Diana lives in Mireford."
"If Jack lives in Zushire, then Jack lives in Talsin."
"If Tracy lives in Burepose, then Tracy lives in Bayshire."
"If Steve lives in Semaposo, then Steve lives in Argon."
"If Jack lives in Labunizu, then Jack lives in Harrington."
"If Eve lives in Serereva, then Eve lives in Urbia."
"If Diana lives in Ketama, then Diana lives in Nendora."
"If Kara lives in Tashilate, then Kara lives in Landsworth."
"If Nate lives in Dazute, then Nate lives in Vanguard."
"If Frank lives in Kekava, then Frank lives in Argon."
"If Eve lives in Kata, then Eve lives in Landsworth."
"If Olivia lives in Shimoshizu, then Olivia lives in Almera."
"If Rita lives in Sesenika, then Rita lives in Talsin."
"If Steve lives in Kepomo, then Steve lives in Harrington."
"If Paul lives in Moniva, then Paul lives in Urbia."
"If Steve lives in Kazutaso, then Steve lives in Mireford."
"If Jack lives in Retala, then Jack lives in Bayshire."
"If Kara lives in Teta, then Kara lives in Almera."
"If Nate lives in Tezu, then Nate lives in Vanguard."
"If Paul lives in Butetala, then Paul lives in Bayshire."
"If Nate lives in Nisose, then Nate lives in Urbia."
"If Frank lives in Lasosopo, then Frank lives in Mireford."
"If Quincy lives in Sosemamo, then Quincy lives in Argon."
"If Mona lives in Seretashi, then Mona lives in Talsin."
"If Ivy lives in Kavateda, then Ivy lives in Landsworth."
"If Charlie lives in Zunishizu, then Charlie lives in Harrington."
"If Olivia lives in Zubutepo, then Olivia lives in Vanguard."
"If Alice lives in Lare, then Alice lives in Mireford."
"If Grace lives in Bumakema, then Grace lives in Harrington."
"If Charlie lives in Poke, then Charlie lives in Argon."
"If Leo lives in Povabu, then Leo lives in Vanguard."
"If Eve lives in Masoshila, then Eve lives in Talsin."
"If Nate lives in Talamo, then Nate lives in Mireford."
"If Alice lives in Bupo, then Alice lives in Nendora."
"If Frank lives in Rebuzu, then Frank lives in Nendora."
"If Jack lives in Danipo, then Jack lives in Harrington."
"If Bob lives in Sevamoke, then Bob lives in Mireford."
"If Kara lives in Butatata, then Kara lives in Nendora."
"If Hank lives in Vadashiva, then Hank lives in Urbia."
"If Alice lives in Keta, then Alice lives in Bayshire."
"If Jack lives in Sekebu, then Jack lives in Argon."
"If Hank lives in Daka, then Hank lives in Bayshire."
"If Rita lives in Dashike, then Rita lives in Nendora."
"If Jack lives in Vasose, then Jack lives in Talsin."
"If Nate lives in Zumopo, then Nate lives in Mireford."
"If Leo lives in Taseda, then Leo lives in Mireford."
"If Jack lives in Zumama, then Jack lives in Harrington."
"If Rita lives in Sesore, then Rita lives in Mireford."
"If Diana lives in Tevaseke, then Diana lives in Bayshire."
"If Frank lives in Labula, then Frank lives in Urbia."
"If Eve lives in Mala, then Eve lives in Bayshire."
"If Paul lives in Buda, then Paul lives in Harrington."
"If Ivy lives in Harrington, then Ivy lives in Tirania."
"If Charlie lives in Resopo, then Charlie lives in Bayshire."
"If Paul lives in Redabu, then Paul lives in Bayshire."
"If Frank lives in Shivama, then Frank lives in Vanguard."
"If Paul lives in Molakeso, then Paul lives in Bayshire."
"If Rita lives in Dabu, then Rita lives in Mireford."
"If Frank lives in Pokete, then Frank lives in Nendora."
"If Paul lives in Nininipo, then Paul lives in Vanguard."
"If Kara lives in Tebukase, then Kara lives in Talsin."
"If Jack lives in Datasola, then Jack lives in Harrington."
"If Alice lives in Kete, then Alice lives in Vanguard."
"If Quincy lives in Pomasote, then Quincy lives in Landsworth."
"If Leo lives in Zutani, then Leo lives in Talsin."
"If Tracy lives in Tedasete, then Tracy lives in Argon."
"If Paul lives in Shisedashi, then Paul lives in Bayshire."
"If Jack lives in Zukapo, then Jack lives in Argon."
"If Kara lives in Tavakani, then Kara lives in Almera."
"If Charlie lives in Nikete, then Charlie lives in Landsworth."
"If Charlie lives in Soshiseso, then Charlie lives in Almera."
"If Ivy lives in Reva, then Ivy lives in Argon."
"If Rita lives in Nibula, then Rita lives in Almera."
"If Hank lives in Shinisoni, then Hank lives in Argon."
"If Eve lives in Tebutate, then Eve lives in Almera."
"If Charlie lives in Vashiva, then Charlie lives in Urbia."
"If Mona lives in Revake, then Mona lives in Harrington."
"If Grace lives in Sokareda, then Grace lives in Almera."
"If Diana lives in Takaso, then Diana lives in Argon."
"If Quincy lives in Dakate, then Quincy lives in Argon."
"If Frank lives in Sopomo, then Frank lives in Urbia."
"If Leo lives in Keka, then Leo lives in Bayshire."
"If Tracy lives in Zumoda, then Tracy lives in Landsworth."
"If Tracy lives in Relaka, then Tracy lives in Bayshire."
"If Quincy lives in Kemore, then Quincy lives in Landsworth."
"If Alice lives in Vashizuni, then Alice lives in Almera."
"If Rita lives in Shivava, then Rita lives in Mireford."
"If Mona lives in Sosomake, then Mona lives in Bayshire."
"If Paul lives in Taresoda, then Paul lives in Nendora."
"If Charlie lives in Ladadava, then Charlie lives in Argon."
"If Steve lives in Lakemobu, then Steve lives in Harrington."
"If Kara lives in Pomata, then Kara lives in Landsworth."
"If Tracy lives in Seke, then Tracy lives in Argon."
"If Bob lives in Sote, then Bob lives in Vanguard."
"If Hank lives in Tetakeni, then Hank lives in Landsworth."
"If Tracy lives in Landsworth, then Tracy lives in Meridia."
"If Kara lives in Butavase, then Kara lives in Nendora."
"If Eve lives in Zuzumase, then Eve lives in Mireford."
"If Paul lives in Zureka, then Paul lives in Mireford."
"If Diana lives in Shitaniva, then Diana lives in Vanguard."
"If Frank lives in Pozusose, then Frank lives in Urbia."
"If Jack lives in Momotebu, then Jack lives in Mireford."
"If Charlie lives in Shikenite, then Charlie lives in Mireford."
"If Kara lives in Matesozu, then Kara lives in Vanguard."
"If Nate lives in Zunima, then Nate lives in Mireford."
"If Jack lives in Reka, then Jack lives in Almera."
"If Bob lives in Mashikese, then Bob lives in Landsworth."
"If Leo lives in Tatakezu, then Leo lives in Vanguard."
"If Diana lives in Tezuso, then Diana lives in Mireford."
"If Eve lives in Vashishi, then Eve lives in Argon."
"If Alice lives in Tatazute, then Alice lives in Argon."
"If Tracy lives in Rerepo, then Tracy lives in Argon."
"If Quincy lives in Keshilate, then Quincy lives in Nendora."
"If Eve lives in Pobupo, then Eve lives in Bayshire."
"If Steve lives in Moka, then Steve lives in Urbia."
"If Charlie lives in Sebu, then Charlie lives in Mireford."
"If Bob lives in Makamoso, then Bob lives in Nendora."
"If Leo lives in Vabu, then Leo lives in Landsworth."
"If Frank lives in Kamamo, then Frank lives in Harrington."
"If Jack lives in Buka, then Jack lives in Nendora."
"If Jack lives in Tete, then Jack lives in Bayshire."
"If Frank lives in Remabu, then Frank lives in Harrington."
"If Bob lives in Katakake, then Bob lives in Vanguard."
"If Frank lives in Danita, then Frank lives in Almera."
"If Nate lives in Remoshire, then Nate lives in Harrington."
"If Diana lives in Semo, then Diana lives in Nendora."
"If Paul lives in Pozuvava, then Paul lives in Vanguard."
"If Paul lives in Monibu, then Paul lives in Bayshire."
"If Diana lives in Shibuvamo, then Diana lives in Talsin."
"If Ivy lives in Pota, then Ivy lives in Argon."
"If Eve lives in Terela, then Eve lives in Vanguard."
"If Diana lives in Taremo, then Diana lives in Argon."
"If Eve lives in Zunire, then Eve lives in Harrington."
"If Bob lives in Rema, then Bob lives in Landsworth."
"If Nate lives in Maso, then Nate lives in Nendora."
"If Kara lives in Dakeso, then Kara lives in Mireford."
"If Steve lives in Relasela, then Steve lives in Argon."
"If Diana lives in Dasovani, then Diana lives in Harrington."
"If Olivia lives in Popotashi, then Olivia lives in Urbia."
"If Charlie lives in Lasobu, then Charlie lives in Bayshire."
"If Tracy lives in Dadasozu, then Tracy lives in Bayshire."
"If Mona lives in Zuse, then Mona lives in Landsworth."
"If Charlie lives in Somare, then Charlie lives in Landsworth."
"If Paul lives in Nishikaka, then Paul lives in Harrington."
"If Mona lives in Maresobu, then Mona lives in Harrington."
"If Tracy lives in Ladasepo, then Tracy lives in Vanguard."
"If Jack lives in Latepoda, then Jack lives in Landsworth."
"If Steve lives in Lazuso, then Steve lives in Argon."
"If Eve lives in Zunite, then Eve lives in Harrington."
"If Olivia lives in Bulakama, then Olivia lives in Harrington."
"If Kara lives in Tekani, then Kara lives in Nendora."
"If Eve lives in Vakata, then Eve lives in Landsworth."
"If Tracy lives in Dashiso, then Tracy lives in Argon."
"If Charlie lives in Zusota, then Charlie lives in Almera."
"If Steve lives in Lanivaka, then Steve lives in Mireford."
"If Tracy lives in Vateke, then Tracy lives in Almera."
"If Kara lives in Butashi, then Kara lives in Urbia."
"If Bob lives in Mota, then Bob lives in Bayshire."
"If Frank lives in Taka, then Frank lives in Talsin."
"If Olivia lives in Kamoketa, then Olivia lives in Landsworth."
"If Nate lives in Sosepo, then Nate lives in Vanguard."
"If Bob lives in Pomatela, then Bob lives in Harrington."
"If Charlie lives in Keseka, then Charlie lives in Vanguard."
"If Kara lives in Kani, then Kara lives in Urbia."
"If Leo lives in Sokala, then Leo lives in Vanguard."
"If Nate lives in Telake, then Nate lives in Talsin."
"If Diana lives in Keposo, then Diana lives in Harrington."
"If Bob lives in Selavani, then Bob lives in Landsworth."
"If Frank lives in Buni, then Frank lives in Almera."
"If Ivy lives in Tasete, then Ivy lives in Landsworth."
"If Grace lives in Lakava, then Grace lives in Landsworth."
"If Kara lives in Momota, then Kara lives in Talsin."
"If Quincy lives in Sovani, then Quincy lives in Vanguard."
"If Charlie lives in Zusereta, then Charlie lives in Harrington."
"If Grace lives in Zusoma, then Grace lives in Mireford."
"If Olivia lives in Mashilate, then Olivia lives in Urbia."
"If Leo lives in Mateke, then Leo lives in Harrington."
"If Paul lives in Tavamopo, then Paul lives in Argon."
"If Kara lives in Tamoshini, then Kara lives in Argon."
"If Hank lives in Mareta, then Hank lives in Harrington."
"If Jack lives in Latete, then Jack lives in Nendora."
"If Bob lives in Kela, then Bob lives in Argon."
"If Alice lives in Labuniva, then Alice lives in Argon."
"If Jack lives in Reshite, then Jack lives in Urbia."
"If Rita lives in Mokamaka, then Rita lives in Landsworth."
"If Paul lives in Kashini, then Paul lives in Mireford."
"If Jack lives in Selare, then Jack lives in Almera."
"If Steve lives in Ninini, then Steve lives in Landsworth."
"If Paul lives in Tazure, then Paul lives in Bayshire."
"If Bob lives in Nitevamo, then Bob lives in Nendora."
"If Alice lives in Keva, then Alice lives in Almera."
"If Tracy lives in Tare, then Tracy lives in Urbia."
"If Eve lives in Datasoso, then Eve lives in Argon."
"If Ivy lives in Bute, then Ivy lives in Almera."
"If Bob lives in Tenidake, then Bob lives in Bayshire."
"If Ivy lives in Nimarezu, then Ivy lives in Nendora."
"If Frank lives in Tenipote, then Frank lives in Bayshire."
"If Leo lives in Tekaka, then Leo lives in Mireford."
"If Alice lives in Zumata, then Alice lives in Mireford."
"If Nate lives in Tamani, then Nate lives in Mireford."
"If Diana lives in Reposhi, then Diana lives in Harrington."
"If Kara lives in Poteda, then Kara lives in Landsworth."
"If Diana lives in Kekeva, then Diana lives in Landsworth."
"If Paul lives in Kemava, then Paul lives in Nendora."
"If Olivia lives in Nikemama, then Olivia lives in Landsworth."
"If Jack lives in Tedaniso, then Jack lives in Landsworth."
"If Leo lives in Busoshi, then Leo lives in Mireford."
"If Charlie lives in Bupokepo, then Charlie lives in Mireford."
"If Ivy lives in Katamama, then Ivy lives in Landsworth."
"If Alice lives in Zuseshita, then Alice lives in Urbia."
"If Rita lives in Tekevapo, then Rita lives in Urbia."
"If Ivy lives in Tepote, then Ivy lives in Landsworth."
"If Hank lives in Lala, then Hank lives in Argon."
"If Mona lives in Teva, then Mona lives in Urbia."
"If Mona lives in Soshi, then Mona lives in Argon."
"If Bob lives in Vakazula, then Bob lives in Nendora."
"If Kara lives in Popomala, then Kara lives in Talsin."
"If Ivy lives in Redadase, then Ivy lives in Landsworth."
"If Hank lives in Somada, then Hank lives in Vanguard."
"If Quincy lives in Kesela, then Quincy lives in Landsworth."
"If Quincy lives in Tezutepo, then Quincy lives in Argon."
"If Eve lives in Teso, then Eve lives in Talsin."
"If Grace lives in Momoshi, then Grace lives in Almera."
"If Diana lives in Sotareni, then Diana lives in Urbia."
"If Tracy lives in Masemo, then Tracy lives in Urbia."
"If Hank lives in Shima, then Hank lives in Urbia."
"If Nate lives in Data, then Nate lives in Vanguard."
"If Bob lives in Damota, then Bob lives in Bayshire."
"If Tracy lives in Posoda, then Tracy lives in Vanguard."
"If Kara lives in Sere, then Kara lives in Talsin."
"If Mona lives in Kenishi, then Mona lives in Urbia."
"If Mona lives in Nimote, then Mona lives in Mireford."
"If Frank lives in Kakaso, then Frank lives in Vanguard."
"If Grace lives in Mosolala, then Grace lives in Bayshire."
"If Frank lives in Vakereni, then Frank lives in Bayshire."
"If Nate lives in Sekesese, then Nate lives in Mireford."
"If Kara lives in Shipomo, then Kara lives in Vanguard."
"If Frank lives in Makasose, then Frank lives in Landsworth."
"If Mona lives in Tetani, then Mona lives in Vanguard."
"If Kara lives in Dapo, then Kara lives in Almera."
"If Jack lives in Davaka, then Jack lives in Almera."
"If Grace lives in Kakeke, then Grace lives in Nendora."
"If Rita lives in Butateke, then Rita lives in Argon."
"If Ivy lives in More, then Ivy lives in Harrington."
"If Tracy lives in Nisobushi, then Tracy lives in Talsin."
"If Jack lives in Polamova, then Jack lives in Argon."
"If Mona lives in Kezutapo, then Mona lives in Almera."
"If Frank lives in Dabulaka, then Frank lives in Bayshire."
"If Steve lives in Telata, then Steve lives in Argon."
"If Quincy lives in Sopodabu, then Quincy lives in Urbia."
"If Rita lives in Nivamobu, then Rita lives in Urbia."
"If Paul lives in Pobu, then Paul lives in Talsin."
"If Tracy lives in Solamote, then Tracy lives in Argon."
"If Tracy lives in Rezulani, then Tracy lives in Landsworth."
"If Tracy lives in Kasozu, then Tracy lives in Urbia."
"If Charlie lives in Sonitapo, then Charlie lives in Talsin."
"If Olivia lives in Keshimate, then Olivia lives in Talsin."
"If Rita lives in Tashita, then Rita lives in Urbia."
"If Diana lives in Rezuso, then Diana lives in Argon."
"If Leo lives in Butavashi, then Leo lives in Bayshire."
"If Grace lives in Shidashika, then Grace lives in Nendora."
"If Charlie lives in Shikeshire, then Charlie lives in Almera."
"If Paul lives in Modava, then Paul lives in Nendora."
"If Diana lives in Sosorebu, then Diana lives in Argon."
"If Mona lives in Polazu, then Mona lives in Landsworth."
"If Tracy lives in Selanire, then Tracy lives in Mireford."
"If Grace lives in Dazuteva, then Grace lives in Talsin."
"If Quincy lives in Masota, then Quincy lives in Vanguard."
"If Alice lives in Nipo, then Alice lives in Urbia."
"If Paul lives in Kalavani, then Paul lives in Mireford."
"If Rita lives in Latanizu, then Rita lives in Talsin."
"If Olivia lives in Kerebuni, then Olivia lives in Vanguard."
"If Charlie lives in Tetapova, then Charlie lives in Harrington."
"If Ivy lives in Sore, then Ivy lives in Landsworth."
"If Ivy lives in Keso, then Ivy lives in Argon."
"If Ivy lives in Mashi, then Ivy lives in Bayshire."
"If Steve lives in Shimakani, then Steve lives in Bayshire."
"If Nate lives in Reshipo, then Nate lives in Argon."
"If Hank lives in Zupota, then Hank lives in Urbia."
"If Quincy lives in Nipoda, then Quincy lives in Landsworth."
"If Kara lives in Kavabu, then Kara lives in Vanguard."
"If Charlie lives in Sotaketa, then Charlie lives in Bayshire."
"If Ivy lives in Manishi, then Ivy lives in Almera."
"If Charlie lives in Niteshiva, then Charlie lives in Nendora."
"If Ivy lives in Dapoda, then Ivy lives in Argon."
"If Alice lives in Bupoka, then Alice lives in Mireford."
"If Leo lives in Lada, then Leo lives in Mireford."
"If Ivy lives in Kemamamo, then Ivy lives in Argon."
"If Eve lives in Senimova, then Eve lives in Almera."
"If Mona lives in Mobushini, then Mona lives in Argon."
"If Ivy lives in Dakashini, then Ivy lives in Nendora."
"If Kara lives in Kepomoma, then Kara lives in Almera."
"If Bob lives in Mada, then Bob lives in Urbia."
"If Diana lives in Tadava, then Diana lives in Urbia."
"If Rita lives in Vakeke, then Rita lives in Harrington."
"If Ivy lives in Kapozuni, then Ivy lives in Bayshire."
"If Eve lives in Shisoka, then Eve lives in Almera."
"If Diana lives in Shivake, then Diana lives in Talsin."
"If Mona lives in Sevavaso, then Mona lives in Bayshire."
"If Diana lives in Lazunima, then Diana lives in Talsin."
"If Bob lives in Keshikani, then Bob lives in Urbia."
"If Bob lives in Mazushi, then Bob lives in Argon."
"If Kara lives in Repozuso, then Kara lives in Almera."
"If Jack lives in Damonise, then Jack lives in Talsin."
"If Quincy lives in Buseshi, then Quincy lives in Harrington."
"If Hank lives in Sota, then Hank lives in Vanguard."
"If Quincy lives in Tedani, then Quincy lives in Talsin."
"If Bob lives in Sesemoso, then Bob lives in Almera."
"If Quincy lives in Tata, then Quincy lives in Argon."
"If Mona lives in Dashikeka, then Mona lives in Argon."
"If Grace lives in Nilava, then Grace lives in Urbia."
"If Paul lives in Mokelapo, then Paul lives in Landsworth."
"If Tracy lives in Mavama, then Tracy lives in Urbia."
"If Mona lives in Vakekeke, then Mona lives in Argon."
"If Eve lives in Sesonibu, then Eve lives in Argon."
"If Frank lives in Teke, then Frank lives in Urbia."
"If Jack lives in Tekeva, then Jack lives in Vanguard."
"If Nate lives in Kelapo, then Nate lives in Bayshire."
"If Charlie lives in Masoke, then Charlie lives in Almera."
"If Grace lives in Kesomo, then Grace lives in Almera."
"If Steve lives in Tebu, then Steve lives in Vanguard."
"If Hank lives in Kedazu, then Hank lives in Almera."
"If Charlie lives in Maka, then Charlie lives in Landsworth."
"If Alice lives in Mabuseni, then Alice lives in Talsin."
"If Frank lives in Mosobuso, then Frank lives in Mireford."
"If Frank lives in Sekare, then Frank lives in Almera."
"If Eve lives in Monini, then Eve lives in Bayshire."
"If Jack lives in Bushiso, then Jack lives in Nendora."
"If Ivy lives in Tetepose, then Ivy lives in Argon."
"If Tracy lives in Poda, then Tracy lives in Almera."
"If Hank lives in Rebushi, then Hank lives in Harrington."
"If Kara lives in Marereso, then Kara lives in Landsworth."
"If Paul lives in Resetada, then Paul lives in Mireford."
"If Mona lives in Pososeda, then Mona lives in Urbia."
"If Jack lives in Teni, then Jack lives in Almera."
"If Charlie lives in Sekemare, then Charlie lives in Bayshire."
"If Hank lives in Kasetepo, then Hank lives in Almera."
"If Charlie lives in Busesezu, then Charlie lives in Vanguard."
"If Eve lives in Kava, then Eve lives in Almera."
"If Hank lives in Shinitada, then Hank lives in Vanguard."
"If Charlie lives in Tasemama, then Charlie lives in Talsin."
"If Diana lives in Kelani, then Diana lives in Mireford."
"If Alice lives in Retabuda, then Alice lives in Urbia."
"If Jack lives in Mosonita, then Jack lives in Mireford."
"If Mona lives in Keshite, then Mona lives in Urbia."
"If Bob lives in Mama, then Bob lives in Talsin."
"If Hank lives in Kasekeda, then Hank lives in Bayshire."
"If Charlie lives in Shiseda, then Charlie lives in Argon."
"If Olivia lives in Nikase, then Olivia lives in Argon."
"If Rita lives in Buva, then Rita lives in Bayshire."
"If Rita lives in Sevabuso, then Rita lives in Landsworth."
"If Jack lives in Shilalapo, then Jack lives in Argon."
"If Grace lives in Rekasoshi, then Grace lives in Argon."
"If Jack lives in Dashila, then Jack lives in Vanguard."
"If Charlie lives in Buseshima, then Charlie lives in Talsin."
"If Bob lives in Retashima, then Bob lives in Urbia."
"If Hank lives in Tetaso, then Hank lives in Bayshire."
"If Steve lives in Soremo, then Steve lives in Mireford."
"If Paul lives in Makaso, then Paul lives in Vanguard."
"If Nate lives in Valapo, then Nate lives in Argon."
"If Rita lives in Datareta, then Rita lives in Almera."
"If Eve lives in Popozu, then Eve lives in Harrington."
"If Ivy lives in Dava, then Ivy lives in Landsworth."
"If Diana lives in Nizu, then Diana lives in Talsin."
"If Grace lives in Bubusoda, then Grace lives in Talsin."
"If Hank lives in Kakedapo, then Hank lives in Mireford."
"If Ivy lives in Bukada, then Ivy lives in Vanguard."
"If Rita lives in Zulabuse, then Rita lives in Almera."
"If Paul lives in Teshi, then Paul lives in Bayshire."
"If Steve lives in Makaketa, then Steve lives in Argon."
"If Kara lives in Dare, then Kara lives in Bayshire."
"If Grace lives in Nimo, then Grace lives in Almera."
"If Alice lives in Mosese, then Alice lives in Almera."
"If Kara lives in Somota, then Kara lives in Bayshire."
"If Eve lives in Shitenike, then Eve lives in Nendora."
"If Nate lives in Bushimose, then Nate lives in Bayshire."
"If Charlie lives in Zuketa, then Charlie lives in Bayshire."
"If Hank lives in Ketarebu, then Hank lives in Harrington."
"If Jack lives in Rebusoka, then Jack lives in Mireford."
"If Tracy lives in Pokashi, then Tracy lives in Bayshire."
"If Tracy lives in Dasoshi, then Tracy lives in Talsin."
"If Tracy lives in Moke, then Tracy lives in Talsin."
"If Tracy lives in Somabu, then Tracy lives in Argon."
"If Nate lives in Talapomo, then Nate lives in Harrington."
"If Mona lives in Bubuzu, then Mona lives in Mireford."
"If Diana lives in Poreni, then Diana lives in Harrington."
"If Eve lives in Buvake, then Eve lives in Bayshire."
"If Ivy lives in Tashini, then Ivy lives in Nendora."
"If Diana lives in Pomoshi, then Diana lives in Landsworth."
"If Kara lives in Nisekaso, then Kara lives in Landsworth."
"If Mona lives in Remapo, then Mona lives in Harrington."
"If Steve lives in Lakakete, then Steve lives in Mireford."
"If Quincy lives in Mopose, then Quincy lives in Talsin."
"If Tracy lives in Sonisoshi, then Tracy lives in Argon."
"If Ivy lives in Polaso, then Ivy lives in Nendora."
"If Ivy lives in Laka, then Ivy lives in Argon."
"If Hank lives in Mapozula, then Hank lives in Talsin."
"If Mona lives in Takare, then Mona lives in Vanguard."
"If Rita lives in Teka, then Rita lives in Argon."
"If Ivy lives in Datavamo, then Ivy lives in Bayshire."
"If Diana lives in Lavareka, then Diana lives in Vanguard."
"If Paul lives in Lasovama, then Paul lives in Talsin."
"If Olivia lives in Kekepo, then Olivia lives in Bayshire."
"If Mona lives in Teta, then Mona lives in Bayshire."
"If Rita lives in Teta, then Rita lives in Vanguard."
"If Mona lives in Sova, then Mona lives in Urbia."
"If Mona lives in Sova, then Mona lives in Mireford."
"If Grace lives in Revamo, then Grace lives in Argon."
"If Diana lives in Nitateke, then Diana lives in Argon."
"If Nate lives in Nitateke, then Nate lives in Bayshire."
"If Steve lives in Somada, then Steve lives in Bayshire."
"If Kara lives in Somada, then Kara lives in Almera."
"If Steve lives in Kepomoma, then Steve lives in Harrington."
"If Charlie lives in Kepomoma, then Charlie lives in Argon."
"If Nate lives in Resemo, then Nate lives in Nendora."
"If Leo lives in Resemo, then Leo lives in Bayshire."
"If Steve lives in Buda, then Steve lives in Mireford."
"If Grace lives in Buda, then Grace lives in Vanguard."
"If Hank lives in Lare, then Hank lives in Argon."
"If Nate lives in Lare, then Nate lives in Vanguard."
"If Frank lives in Dateso, then Frank lives in Talsin."
"If Diana lives in Dateso, then Diana lives in Almera."
"If Charlie lives in Nipoda, then Charlie lives in Mireford."
"If Ivy lives in Sopomo, then Ivy lives in Bayshire."
"If Bob lives in Butetala, then Bob lives in Vanguard."
"If Grace lives in Butetala, then Grace lives in Mireford."
"If Leo lives in Nibula, then Leo lives in Nendora."
"If Grace lives in Sevavaso, then Grace lives in Argon."
"If Quincy lives in Sevavaso, then Quincy lives in Mireford."
"If Charlie lives in Remoshire, then Charlie lives in Argon."
"If Tracy lives in Remoshire, then Tracy lives in Mireford."
"If Tracy lives in Tamani, then Tracy lives in Urbia."
"If Alice lives in Tamani, then Alice lives in Bayshire."
"If Leo lives in Shite, then Leo lives in Harrington."
"If Hank lives in Shite, then Hank lives in Talsin."
"If Rita lives in Sose, then Rita lives in Almera."
"If Mona lives in Almera, then Mona lives in Tirania."
"If Tracy lives in Tani, then Tracy lives in Landsworth."
"If Quincy lives in Valalabu, then Quincy lives in Talsin."
"If Mona lives in Keshikani, then Mona lives in Mireford."
"If Leo lives in Keshikani, then Leo lives in Bayshire."
"If Ivy lives in Tamoshi, then Ivy lives in Landsworth."
"If Nate lives in Mosoni, then Nate lives in Argon."
"If Ivy lives in Mosoni, then Ivy lives in Harrington."
"If Quincy lives in Shisedashi, then Quincy lives in Urbia."
"If Diana lives in Shisedashi, then Diana lives in Vanguard."
"If Hank lives in More, then Hank lives in Almera."
"If Hank lives in More, then Hank lives in Mireford."
"If Nate lives in Reponi, then Nate lives in Landsworth."
"If Leo lives in Vava, then Leo lives in Mireford."
"If Bob lives in Vava, then Bob lives in Argon."
"If Steve lives in Sorelazu, then Steve lives in Talsin."
"If Kara lives in Sorelazu, then Kara lives in Urbia."
"If Charlie lives in Vate, then Charlie lives in Talsin."
"If Jack lives in Vate, then Jack lives in Almera."
"If Nate lives in Shisesote, then Nate lives in Mireford."
"If Grace lives in Shisesote, then Grace lives in Almera."
"If Charlie lives in Lasodama, then Charlie lives in Landsworth."
"If Olivia lives in Lasodama, then Olivia lives in Urbia."
"If Olivia lives in Bupo, then Olivia lives in Mireford."
"If Rita lives in Bupo, then Rita lives in Talsin."
"If Nate lives in Maka, then Nate lives in Bayshire."
"If Paul lives in Maka, then Paul lives in Talsin."
"If Tracy lives in Polamova, then Tracy lives in Harrington."
"If Kara lives in Nininipo, then Kara lives in Harrington."
"If Grace lives in Nininipo, then Grace lives in Nendora."
"If Charlie lives in Tasete, then Charlie lives in Argon."
"If Paul lives in Tasete, then Paul lives in Bayshire."
"If Tracy lives in Vashishi, then Tracy lives in Bayshire."
"If Frank lives in Vashishi, then Frank lives in Urbia."
"If Nate lives in Sekesese, then Nate lives in Harrington."
"If Hank lives in Sekesese, then Hank lives in Argon."
"If Diana lives in Dasovani, then Diana lives in Landsworth."
"If Quincy lives in Dasovani, then Quincy lives in Argon."
"If Olivia lives in Vashi, then Olivia lives in Urbia."
"If Kara lives in Moda, then Kara lives in Urbia."
"If Olivia lives in Moda, then Olivia lives in Mireford."
"If Tracy lives in Buzushi, then Tracy lives in Urbia."
